entity_id,document_number,customer,country,currency,amount,invoice_issue_date,expected_due_date,payment_date,payment_terms_days,terms_of_payment,document_type,project,project_desc,relationship_type,parent_invoice_id,is_blocked,dispute_status
1,INV-01-00042,NextGen Industries,ES,DKK,44679.87,2025-07-27T13:09:45.867176,2025-09-25T13:09:45.867176,2025-09-18T13:09:45.867176,60,2/10 Net 30,Invoice,Project-14,Services for NextGen Industries,,,0,active
1,INV-01-00043,StartupHub,BE,CHF,13700.39,2025-11-01T13:09:45.867176,2025-12-01T13:09:45.867176,2025-11-21T13:09:45.867176,30,2/10 Net 30,Invoice,Project-16,Services for StartupHub,,,0,active
1,INV-01-00044,Smart Solutions,UK,USD,8390.7,2025-07-19T13:09:45.867176,2025-09-02T13:09:45.867176,2025-09-09T13:09:45.867176,45,Net 60,Invoice,Project-3,Services for Smart Solutions,,,0,active
1,INV-01-00045,Acme Corporation,FR,DKK,21587.03,2025-09-07T13:09:45.867176,2025-11-06T13:09:45.867176,2025-11-22T13:09:45.867176,60,Due on Receipt,Invoice,Project-1,Services for Acme Corporation,,,0,active
1,INV-01-00046,Acme Corporation,ES,GBP,37920.28,2025-08-27T13:09:45.867176,2025-10-26T13:09:45.867176,,60,Net 45,Invoice,Project-18,Services for Acme Corporation,,,0,active
1,INV-01-00047,Future Tech,US,CHF,17470.35,2025-09-25T13:09:45.867176,2025-10-25T13:09:45.867176,2025-10-25T13:09:45.867176,30,Net 60,Invoice,Project-15,Services for Future Tech,,,0,active
1,INV-01-00048,Innovation Partners,AT,SEK,33486.99,2025-09-16T13:09:45.867176,2025-10-01T13:09:45.867176,,15,Net 45,Invoice,Project-6,Services for Innovation Partners,,,0,active
1,INV-01-00049,Cloud Services Co,ES,DKK,44102.36,2025-08-06T13:09:45.867176,2025-10-05T13:09:45.867176,2025-10-12T13:09:45.867176,60,Net 45,Invoice,Project-9,Services for Cloud Services Co,,,0,active
1,INV-01-00050,MegaCorp International,UK,DKK,47906.99,2025-10-13T13:09:45.867176,2025-10-28T13:09:45.867176,2025-11-13T13:09:45.867176,15,Net 60,Invoice,Project-7,Services for MegaCorp International,,,0,active
1,INV-01-00051,Future Tech,SE,EUR,28634.51,2025-08-09T13:09:45.867176,2025-09-08T13:09:45.867176,2025-09-14T13:09:45.867176,30,Net 15,Invoice,Project-6,Services for Future Tech,,,0,active
1,INV-01-00052,Global Solutions Ltd,IT,EUR,29355.55,2025-10-09T13:09:45.867176,2025-10-24T13:09:45.867176,,15,Net 45,Invoice,Project-13,Services for Global Solutions Ltd,,,0,active
1,INV-01-00053,MegaCorp International,AT,DKK,6931.7,2025-09-23T13:09:45.867176,2025-10-23T13:09:45.867176,2025-11-12T13:09:45.867176,30,Net 15,Invoice,Project-18,Services for MegaCorp International,,,0,active
1,INV-01-00054,Acme Corporation,NL,DKK,25019.88,2025-09-12T13:09:45.867176,2025-10-27T13:09:45.867176,2025-11-13T13:09:45.867176,45,Net 45,Invoice,Project-5,Services for Acme Corporation,,,0,active
1,INV-01-00055,NextGen Industries,CH,DKK,24691.38,2025-10-01T13:09:45.867176,2025-11-15T13:09:45.867176,,45,Net 15,Invoice,Project-11,Services for NextGen Industries,,,0,active
1,INV-01-00056,Future Tech,FR,DKK,23770.71,2025-07-21T13:09:45.867176,2025-09-04T13:09:45.867176,,45,Net 30,Invoice,Project-16,Services for Future Tech,,,0,active
1,INV-01-00057,NextGen Industries,NO,GBP,28233.76,2025-08-06T13:09:45.867176,2025-09-20T13:09:45.867176,2025-09-29T13:09:45.867176,45,Net 60,Invoice,Project-14,Services for NextGen Industries,,,0,active
1,INV-01-00058,MegaCorp International,NO,CHF,22960.55,2025-10-06T13:09:45.867176,2025-12-05T13:09:45.867176,,60,Net 45,Invoice,Project-8,Services for MegaCorp International,,,0,active
1,INV-01-00059,Innovation Partners,NO,SEK,17208.77,2025-09-08T13:09:45.867176,2025-10-23T13:09:45.867176,2025-10-22T13:09:45.867176,45,Net 15,Invoice,Project-8,Services for Innovation Partners,,,0,active
1,INV-01-00060,Digital Dynamics,NO,SEK,48853.74,2025-07-25T13:09:45.867176,2025-08-24T13:09:45.867176,2025-09-05T13:09:45.867176,30,Net 30,Invoice,Project-7,Services for Digital Dynamics,,,0,active
1,INV-01-00061,StartupHub,CH,USD,14441.26,2025-08-17T13:09:45.867176,2025-09-01T13:09:45.867176,2025-09-23T13:09:45.867176,15,Due on Receipt,Invoice,Project-5,Services for StartupHub,,,0,active
1,INV-01-00062,NextGen Industries,IT,CHF,24457.0,2025-07-23T13:09:45.867176,2025-08-07T13:09:45.867176,,15,Net 15,Invoice,Project-16,Services for NextGen Industries,,,0,active
1,INV-01-00063,Global Solutions Ltd,DE,DKK,28579.14,2025-09-10T13:09:45.867176,2025-09-25T13:09:45.867176,2025-09-19T13:09:45.867176,15,Net 30,Invoice,Project-18,Services for Global Solutions Ltd,,,0,active
1,INV-01-00064,Smart Solutions,NL,CHF,45516.71,2025-10-19T13:09:45.867176,2025-11-18T13:09:45.867176,2025-11-18T13:09:45.867176,30,Net 45,Invoice,Project-10,Services for Smart Solutions,,,0,active
1,INV-01-00065,Enterprise Systems,IT,NOK,4978.19,2025-10-12T13:09:45.867176,2025-10-27T13:09:45.867176,2025-11-09T13:09:45.867176,15,Net 60,Invoice,Project-1,Services for Enterprise Systems,,,0,active
1,INV-01-00066,Acme Corporation,FR,GBP,35640.84,2025-09-08T13:09:45.867176,2025-10-23T13:09:45.867176,,45,Due on Receipt,Invoice,Project-8,Services for Acme Corporation,,,0,active
1,INV-01-00067,Innovation Partners,UK,SEK,12015.66,2025-09-28T13:09:45.867176,2025-10-28T13:09:45.867176,,30,Net 60,Invoice,Project-3,Services for Innovation Partners,,,0,active
1,INV-01-00068,Future Tech,UK,CHF,34745.22,2025-09-24T13:09:45.867176,2025-11-08T13:09:45.867176,,45,2/10 Net 30,Invoice,Project-18,Services for Future Tech,,,0,active
1,INV-01-00069,StartupHub,ES,SEK,13268.03,2025-07-15T13:09:45.867176,2025-09-13T13:09:45.867176,2025-09-17T13:09:45.867176,60,2/10 Net 30,Invoice,Project-19,Services for StartupHub,,,0,active
1,INV-01-00070,NextGen Industries,US,DKK,38057.17,2025-10-04T13:09:45.867176,2025-11-18T13:09:45.867176,,45,Net 15,Invoice,Project-6,Services for NextGen Industries,,,0,active
1,INV-01-00071,Innovation Partners,ES,GBP,33836.54,2025-10-22T13:09:45.867176,2025-12-21T13:09:45.867176,2026-01-08T13:09:45.867176,60,Due on Receipt,Invoice,Project-16,Services for Innovation Partners,,,0,active
1,INV-01-00072,Future Tech,UK,GBP,13367.54,2025-10-22T13:09:45.867176,2025-11-06T13:09:45.867176,,15,2/10 Net 30,Invoice,Project-1,Services for Future Tech,,,0,active
1,INV-01-00073,Enterprise Systems,CH,GBP,31509.06,2025-08-31T13:09:45.867176,2025-09-15T13:09:45.867176,2025-09-19T13:09:45.867176,15,Net 30,Invoice,Project-7,Services for Enterprise Systems,,,0,active
1,INV-01-00074,Acme Corporation,SE,SEK,40166.37,2025-08-15T13:09:45.867176,2025-10-14T13:09:45.867176,2025-10-29T13:09:45.867176,60,Net 30,Invoice,Project-18,Services for Acme Corporation,,,0,active
1,INV-01-00075,Future Tech,UK,NOK,41775.02,2025-10-25T13:09:45.867176,2025-11-09T13:09:45.867176,2025-11-09T13:09:45.867176,15,2/10 Net 30,Invoice,Project-9,Services for Future Tech,,,0,active
1,INV-01-00076,Enterprise Systems,AT,SEK,37568.33,2025-09-08T13:09:45.867176,2025-10-08T13:09:45.867176,2025-10-09T13:09:45.867176,30,Net 45,Invoice,Project-11,Services for Enterprise Systems,,,0,active
1,INV-01-00077,Digital Dynamics,NO,GBP,42036.32,2025-10-23T13:09:45.867176,2025-11-07T13:09:45.867176,2025-11-15T13:09:45.867176,15,Net 60,Invoice,Project-15,Services for Digital Dynamics,,,0,active
1,INV-01-00078,Enterprise Systems,NO,USD,29018.08,2025-09-18T13:09:45.867176,2025-11-17T13:09:45.867176,2025-11-16T13:09:45.867176,60,Net 30,Invoice,Project-11,Services for Enterprise Systems,,,0,active
1,INV-01-00079,Innovation Partners,SE,DKK,41216.63,2025-10-21T13:09:45.867176,2025-12-20T13:09:45.867176,,60,Net 30,Invoice,Project-5,Services for Innovation Partners,,,0,active
1,INV-01-00080,Future Tech,UK,SEK,45611.64,2025-10-29T13:09:45.867176,2025-11-13T13:09:45.867176,2025-11-22T13:09:45.867176,15,Due on Receipt,Invoice,Project-5,Services for Future Tech,,,0,active
1,INV-01-00081,NextGen Industries,NO,CHF,32842.0,2025-08-12T13:09:45.867176,2025-09-26T13:09:45.867176,,45,2/10 Net 30,Invoice,Project-13,Services for NextGen Industries,,,0,active
1,INV-01-00082,TechStart Inc,FR,NOK,34535.58,2025-10-31T13:09:45.867176,2025-12-30T13:09:45.867176,2026-01-07T13:09:45.867176,60,Net 30,Invoice,Project-14,Services for TechStart Inc,,,0,active
1,INV-01-00083,Future Tech,DE,NOK,15673.84,2025-10-08T13:09:45.867176,2025-10-23T13:09:45.867176,,15,Net 30,Invoice,Project-10,Services for Future Tech,,,0,active
1,INV-01-00084,NextGen Industries,SE,DKK,9822.79,2025-08-10T13:09:45.867176,2025-10-09T13:09:45.867176,2025-10-14T13:09:45.867176,60,Net 45,Invoice,Project-20,Services for NextGen Industries,,,0,active
1,INV-01-00085,Future Tech,IT,NOK,1460.47,2025-09-22T13:09:45.867176,2025-10-22T13:09:45.867176,2025-10-30T13:09:45.867176,30,Due on Receipt,Invoice,Project-18,Services for Future Tech,,,0,active
1,INV-01-00086,MegaCorp International,NL,NOK,13254.81,2025-08-23T13:09:45.867176,2025-10-07T13:09:45.867176,2025-10-28T13:09:45.867176,45,Net 45,Invoice,Project-16,Services for MegaCorp International,,,0,active
1,INV-01-00087,MegaCorp International,NL,GBP,1396.8,2025-08-24T13:09:45.867176,2025-10-08T13:09:45.867176,2025-10-23T13:09:45.867176,45,Net 30,Invoice,Project-20,Services for MegaCorp International,,,0,active
1,INV-01-00088,Enterprise Systems,AT,DKK,18263.73,2025-11-02T13:09:45.867176,2025-12-17T13:09:45.867176,,45,Due on Receipt,Invoice,Project-5,Services for Enterprise Systems,,,0,active
1,INV-01-00089,Digital Dynamics,BE,EUR,29399.12,2025-09-30T13:09:45.867176,2025-10-15T13:09:45.867176,,15,Net 15,Invoice,Project-11,Services for Digital Dynamics,,,0,active
1,INV-01-00090,Smart Solutions,CH,GBP,41693.16,2025-07-26T13:09:45.867176,2025-09-09T13:09:45.867176,2025-09-15T13:09:45.867176,45,Net 45,Invoice,Project-10,Services for Smart Solutions,,,0,active
1,INV-01-00091,Enterprise Systems,SE,NOK,34045.91,2025-07-24T13:09:45.867176,2025-09-22T13:09:45.867176,2025-10-04T13:09:45.867176,60,2/10 Net 30,Invoice,Project-12,Services for Enterprise Systems,,,0,active
1,INV-01-00092,Future Tech,ES,NOK,37701.57,2025-08-12T13:09:45.867176,2025-08-27T13:09:45.867176,2025-09-01T13:09:45.867176,15,Due on Receipt,Invoice,Project-12,Services for Future Tech,,,0,active
1,INV-01-00093,TechStart Inc,,DKK,23749.11,2025-07-13T13:09:45.867176,2025-08-27T13:09:45.867176,2025-09-09T13:09:45.867176,45,Net 30,Invoice,Project-5,Services for TechStart Inc,,,0,active
1,INV-01-00094,TechStart Inc,FR,SEK,7647.54,2025-09-11T13:09:45.867176,2025-09-26T13:09:45.867176,2025-09-29T13:09:45.867176,15,Due on Receipt,Invoice,Project-18,Services for TechStart Inc,,,0,active
1,INV-01-00095,MegaCorp International,UK,DKK,24978.0,2025-07-29T13:09:45.867176,2025-09-27T13:09:45.867176,,60,Net 30,Invoice,Project-12,Services for MegaCorp International,,,0,active
1,INV-01-00096,Smart Solutions,SE,GBP,3966.95,2025-08-09T13:09:45.867176,2025-09-23T13:09:45.867176,2025-10-12T13:09:45.867176,45,Net 45,Invoice,Project-3,Services for Smart Solutions,,,0,active
1,INV-01-00097,Acme Corporation,ES,USD,49452.22,2025-09-24T13:09:45.867176,2025-10-09T13:09:45.867176,2025-10-24T13:09:45.867176,15,2/10 Net 30,Invoice,Project-7,Services for Acme Corporation,,,0,active
1,INV-01-00098,Global Solutions Ltd,AT,EUR,14586.47,2025-08-08T13:09:45.867176,2025-09-22T13:09:45.867176,,45,2/10 Net 30,Invoice,Project-9,Services for Global Solutions Ltd,,,0,active
1,INV-01-00099,Enterprise Systems,AT,GBP,1773.27,2025-10-28T13:09:45.867176,2025-11-12T13:09:45.867176,2025-11-25T13:09:45.867176,15,Net 45,Invoice,Project-17,Services for Enterprise Systems,,,0,active
1,INV-01-00100,Smart Solutions,AT,EUR,23148.27,2025-09-05T13:09:45.867176,2025-10-20T13:09:45.867176,2025-11-02T13:09:45.867176,45,Due on Receipt,Invoice,Project-17,Services for Smart Solutions,,,0,active
1,INV-01-00101,Innovation Partners,SE,EUR,25023.17,2025-07-13T13:09:45.867176,2025-07-28T13:09:45.867176,2025-08-23T13:09:45.867176,15,Net 30,Invoice,Project-11,Services for Innovation Partners,,,0,active
1,INV-01-00102,Innovation Partners,AT,SEK,15449.99,2025-08-14T13:09:45.867176,2025-09-28T13:09:45.867176,2025-10-04T13:09:45.867176,45,Due on Receipt,Invoice,Project-4,Services for Innovation Partners,,,0,active
1,INV-01-00103,Innovation Partners,BE,USD,21276.86,2025-10-16T13:09:45.867176,2025-11-15T13:09:45.867176,,30,Due on Receipt,Invoice,Project-4,Services for Innovation Partners,,,0,active
1,INV-01-00104,Future Tech,UK,EUR,41756.82,2025-08-11T13:09:45.867176,2025-09-25T13:09:45.867176,2025-10-16T13:09:45.867176,45,Due on Receipt,Invoice,Project-12,Services for Future Tech,,,0,active
1,INV-01-00105,MegaCorp International,UK,CHF,18326.31,2025-09-23T13:09:45.867176,2025-11-07T13:09:45.867176,2025-11-09T13:09:45.867176,45,Due on Receipt,Invoice,Project-2,Services for MegaCorp International,,,0,active
1,INV-01-00106,MegaCorp International,BE,USD,42516.47,2025-08-24T13:09:45.867176,2025-09-08T13:09:45.867176,2025-09-08T13:09:45.867176,15,Net 30,Invoice,Project-9,Services for MegaCorp International,,,0,active
1,INV-01-00107,NextGen Industries,SE,DKK,34980.09,2025-10-26T13:09:45.867176,2025-11-10T13:09:45.867176,,15,Net 15,Invoice,Project-11,Services for NextGen Industries,,,0,active
1,INV-01-00108,TechStart Inc,DE,NOK,32025.43,2025-07-28T13:09:45.867176,2025-09-26T13:09:45.867176,2025-09-29T13:09:45.867176,60,Net 60,Invoice,Project-13,Services for TechStart Inc,,,0,active
1,INV-01-00109,NextGen Industries,AT,EUR,44283.77,2025-08-26T13:09:45.867176,2025-10-10T13:09:45.867176,2025-10-13T13:09:45.867176,45,Net 30,Invoice,Project-3,Services for NextGen Industries,,,0,active
1,INV-01-00110,Innovation Partners,IT,USD,37992.21,2025-09-10T13:09:45.867176,2025-11-09T13:09:45.867176,,60,Net 15,Invoice,Project-19,Services for Innovation Partners,,,0,active
1,INV-01-00111,Innovation Partners,AT,EUR,1376.67,2025-07-15T13:09:45.867176,2025-08-14T13:09:45.867176,,30,Net 60,Invoice,Project-9,Services for Innovation Partners,,,0,active
1,INV-01-00112,Global Solutions Ltd,DE,CHF,27096.54,2025-09-11T13:09:45.867176,2025-11-10T13:09:45.867176,2025-10-31T13:09:45.867176,60,Due on Receipt,Invoice,Project-12,Services for Global Solutions Ltd,,,0,active
1,INV-01-00113,Acme Corporation,BE,EUR,43243.39,2025-07-15T13:09:45.867176,2025-09-13T13:09:45.867176,,60,Due on Receipt,Invoice,Project-14,Services for Acme Corporation,,,0,active
1,INV-01-00114,StartupHub,ES,EUR,22398.88,2025-08-20T13:09:45.867176,2025-09-19T13:09:45.867176,2025-09-30T13:09:45.867176,30,Net 45,Invoice,Project-17,Services for StartupHub,,,0,active
1,INV-01-00115,Enterprise Systems,ES,DKK,9238.5,2025-10-13T13:09:45.867176,2025-11-27T13:09:45.867176,,45,2/10 Net 30,Invoice,Project-7,Services for Enterprise Systems,,,0,active
1,INV-01-00116,Enterprise Systems,UK,USD,13542.44,2025-10-11T13:09:45.867176,2025-11-10T13:09:45.867176,2025-11-04T13:09:45.867176,30,Due on Receipt,Invoice,Project-3,Services for Enterprise Systems,,,0,active
1,INV-01-00117,NextGen Industries,AT,CHF,34375.54,2025-09-11T13:09:45.867176,2025-11-10T13:09:45.867176,,60,2/10 Net 30,Invoice,Project-11,Services for NextGen Industries,,,0,active
1,INV-01-00118,Digital Dynamics,IT,SEK,3752.43,2025-07-29T13:09:45.867176,2025-09-27T13:09:45.867176,2025-10-13T13:09:45.867176,60,Net 45,Invoice,Project-2,Services for Digital Dynamics,,,0,active
1,INV-01-00119,NextGen Industries,AT,SEK,19839.64,2025-07-19T13:09:45.867176,2025-08-03T13:09:45.867176,,15,Due on Receipt,Invoice,Project-2,Services for NextGen Industries,,,0,active
1,INV-01-00120,Cloud Services Co,AT,CHF,25567.0,2025-10-01T13:09:45.867176,2025-10-31T13:09:45.867176,,30,Net 15,Invoice,Project-3,Services for Cloud Services Co,,,0,active
1,INV-01-00121,Future Tech,CH,SEK,30880.46,2025-08-10T13:09:45.867176,2025-10-09T13:09:45.867176,2025-10-20T13:09:45.867176,60,Net 45,Invoice,Project-14,Services for Future Tech,,,0,active
1,INV-01-00122,TechStart Inc,ES,EUR,28340.2,2025-07-16T13:09:45.867176,2025-08-30T13:09:45.867176,,45,Due on Receipt,Invoice,Project-20,Services for TechStart Inc,,,0,active
1,INV-01-00123,MegaCorp International,NO,NOK,20205.94,2025-09-22T13:09:45.867176,2025-10-22T13:09:45.867176,2025-11-05T13:09:45.867176,30,Net 15,Invoice,Project-18,Services for MegaCorp International,,,0,active
1,INV-01-00124,MegaCorp International,NO,DKK,47408.32,2025-10-22T13:09:45.867176,2025-11-21T13:09:45.867176,,30,Net 30,Invoice,Project-14,Services for MegaCorp International,,,0,active
1,INV-01-00125,Enterprise Systems,ES,DKK,24827.28,2025-08-18T13:09:45.867176,2025-09-17T13:09:45.867176,2025-09-19T13:09:45.867176,30,Net 30,Invoice,Project-10,Services for Enterprise Systems,,,0,active
1,INV-01-00126,NextGen Industries,DE,SEK,19459.27,2025-10-16T13:09:45.867176,2025-10-31T13:09:45.867176,2025-10-28T13:09:45.867176,15,2/10 Net 30,Invoice,Project-6,Services for NextGen Industries,,,0,active
1,INV-01-00127,Future Tech,AT,GBP,37867.17,2025-08-25T13:09:45.867176,2025-09-24T13:09:45.867176,2025-09-14T13:09:45.867176,30,Net 60,Invoice,Project-10,Services for Future Tech,,,0,active
1,INV-01-00128,Cloud Services Co,SE,SEK,49237.55,2025-11-02T13:09:45.867176,2025-12-02T13:09:45.867176,,30,Net 45,Invoice,Project-17,Services for Cloud Services Co,,,0,active
